MINERVA	GAMBLE
RICKY	EATON
TIM	CAMACHO
IRMA	AUSTIN
JOSIAH	VELASQUEZ
EUGENIO	PADILLA
KATHRINE	BUCK
DONNY	MARQUEZ
DANIAL	SIMON
ESPERANZA	BECK
DAMON	BATTLE
SHAWN	AYALA
CYRUS	CRAIG
NICHOLE	BERGER
JONAS	CLARK
MICHELLE	WILLIAMSON
LYNNE	CHEN
LINCOLN	ESTRADA
LEONARDO	MORAN
SERGIO	MCGUIRE
DOLORES	JEFFERSON
GLEN	CONWAY
SEAN	FRANKS
RILEY	HATFIELD
SALVADOR	BREWER
NORMA	GILES
MARYELLEN	QUINN
CYNTHIA	PERKINS
CANDY	CAMPBELL
CHARLIE	HENRY
FOREST	UNDERWOOD
CAROL	BAILEY
EDITH	VEGA
GLADYS	RICH
ORVILLE	NORTON
FEDERICO	CANTRELL
PATSY	PETTY
LORAINE	DODSON
BROCK	CONRAD
PARKER	MONTOYA
ALEXANDER	WARD
TOMMIE	CHANDLER
SALLIE	SOTO
INGRID	PAYNE
VINCENT	WELCH
OLGA	FIGUEROA
CHASITY	MORRIS
VONDA	MCFARLAND
AHMAD	MCPHERSON
HELENE	MCGOWAN
GWENDOLYN	FORD
ISMAEL	OCHOA
JESSE	FERGUSON
ANTWAN	SWEENEY
RANDALL	FRAZIER
JOHNNIE	CHURCH
SUNG	PRATT
HELGA	CASH
HANS	RIVERA
KERRI	GRAHAM
ROBERT	BONNER
RANDOLPH	DEJESUS
TYRONE	ALVAREZ
VERONICA	COLON
TAMMY	CHAPMAN
MAURA	BOYER
CASEY	JACOBSON
LAURI	POLLARD
SYLVESTER	RUSH
WINFRED	BURGESS
TRACEY	FLYNN
COLBY	VANCE
CLAIR	WILCOX
TROY	CLEVELAND
OTTO	ROBBINS
MEREDITH	ALLISON
KERRY	WISE
TRENTON	ROBERSON
DARCY	BOOKER
DAWN	HOLCOMB
RACHEL	BUCKNER
WARD	RAYMOND
LINDSAY	DELACRUZ
ANTONIA	SIMPSON
SETH	ROBLES
NATALIA	KIRBY
JOEY	CHAVEZ
JACLYN	CRANE
NICOLE	DIXON
RHEA	WEBER
ELOY	OSBORN
MANUEL	ALVARADO
MARIA	TRAN
SHARRON	CALHOUN
LORENZO	SANTANA
MATT	MERCADO
CARA	HUFFMAN
NOAH	MORROW
CHUCK	HORTON
ELMO	KELLEY
TRAVIS	MCDOWELL
GENA	MCKAY
ALFONZO	DONALDSON
BRENT	LEE
TIMMY	POOLE
AURORA	MUELLER
LUCY	OCONNOR
ELLEN	MAY
VIOLA	SHEPHERD
CECILIA	SHIELDS
EDNA	MORSE
PAUL	HORN
DEIRDRE	FRYE
THURMAN	HARDY
DAISY	FIELDS
SHERMAN	CRUZ
ROLANDO	DRAKE
LEONARD	BISHOP
LILIAN	BECKER
DUANE	COOKE
BONITA	BOND
DIANNE	DUNLAP
WILDA	BASS
ARMANDO	BEARD
HALLIE	LANDRY
TIFFANY	WALTON
ISAAC	LEWIS
LINA	HENSLEY
TINA	BROCK
LESLEY	PACE
ARTHUR	TODD
GLENDA	DUFFY
LILY	ROY
LEO	ANDERSON
DARRELL	COOK
LAURENCE	BUCKLEY
KAY	SUMMERS
JOLENE	BENSON
SHAWNA	BATES
FAY	HESS
RUFUS	POTTER
VICTORIA	KEMP
REGGIE	SCHROEDER
JEROME	BARKER
GAY	DENNIS
ARACELI	WALTERS
BERNICE	BRENNAN
ANGEL	MCCLURE
WAYNE	CARVER
MITCH	SHEPPARD
MARCIA	PATTON
TOMAS	DIAZ
RALPH	HALL
LUTHER	RIVAS
DONNELL	MCLEAN
PAULINE	THOMPSON
JAMI	HOBBS
DUSTY	KLINE
DYLAN	CROSS
SUZANNE	ARMSTRONG
QUINCY	WONG
JUNIOR	WALLS
ADRIAN	FERNANDEZ
BRITTANY	MASON
EMMETT	WALSH
PERCY	WATKINS
JESSICA	DELANEY
ANDREA	JACKSON
GINO	LYNN
DOROTHEA	SANDERS
STERLING	ERICKSON
CHRISTIAN	FISHER
MARIO	HARRISON
MIRANDA	HUNT
GRETCHEN	JOSEPH
MONICA	MOSLEY
SANG	AGUIRRE
ELVIRA	SHARP
BOBBIE	PARKS
MORGAN	MILLER
GREGG	JORDAN
PAIGE	DILLON
EDUARDO	SILVA
LOURDES	STEPHENSON
ETHEL	MCGEE
HEATHER	LE
MELANIE	LLOYD
FERNANDO	MCDANIEL
ZACHARY	BURTON
SHERRIE	FLEMING
BEULAH	CAMPOS
MARGUERITE	FRANK
RACHAEL	NEWTON
LEANNA	HANSEN
KATHERINE	WHITLEY
WILBERT	ROBERTSON
MILLIE	ROMAN
ERICA	ROLLINS
DAMIAN	NOBLE
CLAIRE	RILEY
ART	WILDER
EDWARDO	MANNING
EARNEST	KIDD
RUSSELL	ZIMMERMAN
JOHNNIE	PAUL
TERENCE	HICKMAN
DENIS	VALDEZ
BARBRA	EVANS
STACY	BEACH
ALISON	SERRANO
TERRELL	HINES
SAMMY	MORENO
TONYA	COHEN
CHRISTI	BLEVINS
CECELIA	LUCAS
TASHA	GARDNER
CESAR	KIRK
ELSIE	BENDER
ANGELINA	RODRIQUEZ
OCTAVIO	KING
JESUS	HORNE
RHONDA	DUKE
YONG	WOLFE
CHARMAINE	FUENTES
LORRIE	RODRIGUEZ
JOHANNA	KNOX
JENNIE	PAGE
JEFFREY	PECK
REBA	BRUCE
RYAN	ORR
LYMAN	NUNEZ
DOMINIQUE	BOWERS
LEIGH	GARZA
EDMOND	HODGES
KARINA	MERCER
COY	KIRKLAND
MOISES	CRAFT
JASON	SWEET
JEANIE	BENNETT
MORRIS	CARRILLO
CAROLINA	GATES
TAMERA	PALMER
JOHNNY	VALENZUELA
JAN	OWENS
RUPERT	LOPEZ
DONA	SHORT
ALI	FULTON
ERICKA	FARRELL
HILLARY	BLAKE
IVORY	BUTLER
EMANUEL	BRIGHT
CLARA	CARPENTER
CELINA	MORTON
KENDALL	SEARS
SILVIA	CLEMONS
MEGHAN	FREDERICK
ROOSEVELT	POTTS
NESTOR	SNIDER
REX	ROSALES
BRIDGETT	MACDONALD
FREDRICK	BALDWIN
JEFFRY	HOUSE
YVETTE	NORMAN
MELISA	LAWRENCE
LAZARO	STEIN
TAYLOR	CHARLES
CHARITY	BURKS
WILSON	WHITNEY
VIRGIE	GOULD
VICKY	GIBBS
SELENA	DILLARD
TERRIE	MEYER
LELIA	FRANKLIN
JULIET	CARTER
CELESTE	BEAN
BRUCE	CROSBY
ANIBAL	RIVERS
WOODROW	WHITAKER
JESSIE	REEVES
CLARE	ABBOTT
ELLIS	BARNES
JANINE	BARRY
JUDY	GONZALES
KAITLIN	LARSEN
SAL	MAYS
LOUIS	SPARKS
LOUELLA	CONTRERAS
PENNY	BUSH
JESSIE	GREENE
SHERRY	VALENCIA
BRETT	GALLOWAY
MYRTLE	BENTLEY
LINDSEY	CARLSON
RUSTY	RICHMOND
SAUL	GUY
SADIE	MICHAEL
JEANNIE	MCINTOSH
GARTH	THORNTON
MINNIE	BARLOW
CARLA	BRYAN
GRETA	HARVEY
CHRIS	WOODWARD
CARMEN	BOOTH
EARNESTINE	GLENN
DION	FRENCH
EMILE	KELLY
ANTONY	MORALES
CLAUDE	WHITE
CAREY	CARSON
ERNESTO	WARREN
AIMEE	FOREMAN
SEYMOUR	PATTERSON
BURTON	WHITFIELD
CALLIE	HOOD
ROXANNE	VARGAS
ISIDRO	CHANG
VALARIE	PARSONS
HERBERT	MCKINNEY
ANDREW	FLETCHER
TYREE	HARRIS
STELLA	ADKINS
TWILA	ROACH
BRIANA	JOHNS
BRENDA	HARDING
WARREN	BRYANT
FANNIE	DYER
FLOYD	ONEIL
TERI	BURCH
LES	FLOWERS
JARVIS	SMALL
JODI	WILLIAMS
HAROLD	PARRISH
JEREMIAH	DANIEL
MOSES	MULLEN
RENE	PITTMAN
MARGARET	SAMPSON
MATTIE	RICHARDSON
EUGENE	BROWNING
IVAN	SANTOS
MARCO	SALAZAR
NICOLAS	PATE
BETHANY	JONES
FREDA	JOYCE
HORACE	TURNER
ABBY	SCHULTZ
PEARL	HART
ROD	RICHARDS
DWIGHT	NAVARRO
CONNIE	CORTEZ
ELLIOT	CURTIS
EDDIE	HOWARD
CONSUELO	RICHARD
AUGUSTUS	TORRES
BRADY	BENTON
MANDY	LEON
CORNELIUS	COCHRAN
IRWIN	POPE
NATHAN	HARPER
LOUIE	ELLIS
STACEY	COTE
ARLINE	WINTERS
NOE	HICKS
MYLES	EDWARDS
CHI	HOWE
MARCELINO	GARRETT
ANGELITA	LYONS
CLINT	ALEXANDER
TONIA	BELL
TIA	ROWE
VELMA	GILL
LORETTA	WOOTEN
NOELLE	BRIGGS
HANNAH	DURHAM
ISABELLE	STAFFORD
SILAS	COLLINS
ELIZA	KEITH
ROGELIO	PHELPS
ADA	MOODY
ADRIENNE	JENKINS
TED	MARTINEZ
AVA	CANTU
JACK	TOWNSEND
VALENTIN	HOOPER
CORINNE	MCMAHON
CLEO	THOMAS
ALICE	HOLT
LEOLA	HODGE
MERCEDES	YOUNG
LINDSEY	IRWIN
KIETH	STANTON
MARGO	PETERSEN
CARLY	BOYLE
KELLI	MIRANDA
MARYANNE	FOSTER
RITA	ROSE
LESLIE	MCCLAIN
TOD	ZAMORA
GRACE	BARTLETT
BETTY	DURAN
STEWART	GILLIAM
FLORENCE	HAMMOND
EMORY	JOHNSON
CECIL	NICHOLS
ELBA	WRIGHT
HESTER	ANDREWS
CHARLES	TATE
BLANCHE	ALSTON
LAVERNE	SELLERS
TRISHA	ESPINOZA
CAROLE	MATHEWS
CAROLINE	BARRERA
ALDO	WOODARD
BRITTNEY	WEBSTER
BEN	GILMORE
FERDINAND	HOLDEN
TRICIA	MCKENZIE
NOLAN	KANE
JAMEL	VASQUEZ
NEWTON	HAYDEN
VAN	SHAW
TRISTAN	BROWN
CARROLL	WARNER
ANGELIA	CASEY
LENORE	PARK
SHANA	MATTHEWS
ZANE	BRITT
WILMA	HOLDER
TREVOR	FORBES
GINGER	GLOVER
THOMAS	VANG
MARIE	FAULKNER
EMILIA	JOYNER
GABRIELLE	VAUGHN
AUDRA	MOLINA
BENITA	BRADLEY
HUGO	NIELSEN
DESMOND	REED
JOHNIE	ROCHA
ALYCE	CARDENAS
ARRON	BLACKWELL
ASHLEY	FERRELL
KELVIN	OSBORNE
MERRILL	COMBS
GENARO	DICKERSON
DANNY	JOHNSTON
GREGORY	BOONE
LONNIE	WALLACE
WILLIS	BLACK
STEFAN	CRAWFORD
DARLA	GEORGE
ISABELLA	FRANCIS
SUSANNE	MADDEN
CLAUDIO	BOWMAN
MAURO	BLANKENSHIP
FRED	WALTER
PAT	PITTS
CARL	MCMILLAN
CARISSA	ASHLEY
PHILLIP	WHITEHEAD
RANDY	HOLMES
HILDA	MCNEIL
CATHY	EVERETT
CHERYL	PIERCE
KERMIT	NIEVES
CHRYSTAL	RAMSEY
ELMER	TANNER
NICHOLAS	ODOM
WYATT	BEST
NIKKI	AGUILAR
DICK	HENDERSON
JERRY	DAVIDSON
MYRA	DUDLEY
GARRY	HAHN
GUADALUPE	HALE
DEIDRE	NORRIS
IMOGENE	PUCKETT
JERROD	RATLIFF
RAYMUNDO	DAUGHERTY
ALEXIS	BRADFORD
JAMAAL	RUIZ
RONDA	OLSEN
BURT	JUAREZ
LACY	ROSA
HOLLIS	KERR
SALLY	BAKER
BERNARDO	GUTIERREZ
BRADLY	KOCH
AUGUSTINE	MARTIN
BLAINE	MAYNARD
DOMINICK	BALLARD
AUGUST	HUBER
JARED	MURRAY
WILMER	GUERRERO
OLA	HURLEY
FRANK	RAMIREZ
MARI	NOLAN
CORINA	MUNOZ
JOHN	WEAVER
MARINA	GRIFFIN
CHELSEA	HUMPHREY
LEAH	TUCKER
JOEL	SOLIS
TESSA	CERVANTES
LORA	TYSON
JAME	WILKINS
SHANNON	LOWERY
PAT	BURT
GARRETT	SHERMAN
BEVERLY	SUAREZ
MONA	BUCHANAN
EVANGELINE	HUTCHINSON
SHIRLEY	DELEON
LEROY	HERMAN
ODELL	DICKSON
CINDY	BEASLEY
MILDRED	ENGLISH
JULIE	MOON
WINNIE	WEISS
MARJORIE	ELLISON
PAULETTE	GOODWIN
FREDERICK	BIRD
ERVIN	MCKNIGHT
SERENA	CAREY
CHRISTINA	TERRELL
KARIN	MACIAS
WENDY	LAMBERT
GRACIE	SHELTON
CHRISTY	ROMERO
BARRY	SEXTON
ZACHARIAH	PENA
ROXIE	ONEILL
CORY	ONEAL
SUSANA	SUTTON
MITCHEL	SLATER
MIKE	WADE
LUCINDA	HOWELL
DAN	DOMINGUEZ
GERARD	RIGGS
ROSEMARIE	BERRY
MONROE	LANE
CONRAD	CALLAHAN
MALCOLM	CHAN
MIGUEL	WARE
ROSALIE	NEAL
LORENE	HARMON
COLE	WEBB
LORI	ACOSTA
JONAH	CASE
DAVID	HAMILTON
MARION	NOEL
TERRENCE	WALLER
MARIAN	SANTIAGO
MARIA	DORSEY
DENNY	TALLEY
SELMA	LOGAN
BRET	WILLIAM
DEENA	TRAVIS
REUBEN	JENNINGS
LUPE	CLAYTON
SHELTON	BARRETT
SUSAN	BYRD
TOMMIE	DAVIS
PATTI	TILLMAN
LADONNA	PICKETT
CEDRIC	CANNON
IGNACIO	MEDINA
GERALDINE	HUNTER
NELSON	ROTH
SOPHIA	BURRIS
ANGELIQUE	HARRELL
GERTRUDE	BAIRD
JACOB	MERRITT
ORVAL	JAMES
JUSTINE	HEATH
BETTIE	GRAVES
TOM	REILLY
KERRY	HANSON
LAWRENCE	NELSON
ERROL	BYERS
ROSENDO	FINCH
BASIL	CABRERA
ANNIE	PRICE
ALBERTO	BRADSHAW
RHODA	MILES
YOUNG	FRY
CLAUDINE	GIBSON
GENE	HERRERA
ROSANNE	KNIGHT
ARCHIE	FOX
MAGDALENA	HANCOCK
TAMMIE	GOFF
MARIANO	GREER
BOYD	RANDALL
LISA	MENDEZ
EVELYN	WASHINGTON
SHEREE	MEYERS
CRYSTAL	TERRY
ALEJANDRA	CALDWELL
BONNIE	SULLIVAN
BRENTON	LONG
MAUDE	HANEY
LILLIE	DELGADO
BERNIE	MARSHALL
ALEJANDRO	GRIFFITH
LINWOOD	BRAY
WESLEY	MCCULLOUGH
NETTIE	BURKE
NORA	HEWITT
GILBERTO	STONE
MELINDA	VINSON
CHANDRA	PEREZ
HERMAN	MURPHY
RON	MIDDLETON
RUBIN	COLLIER
LATONYA	KENNEDY
WANDA	CHANEY
NAPOLEON	HOFFMAN
ROBYN	GARNER
ROSEMARY	BARRON
RICKEY	DECKER
NANETTE	STANLEY
ANGELO	LITTLE
ORA	MITCHELL
RODGER	HIGGINS
FRANCIS	PRUITT
MELVIN	BAXTER
CAROL	VAUGHAN
THEODORE	YORK
TOMMY	SCHWARTZ
LANE	WEEKS
SANDY	SHANNON
RANDAL	SPENCER
OLIVE	ANTHONY
LENNY	CLARKE
ROSALYN	STOUT
EVA	SHEPARD
CHRISTA	TYLER
LAKISHA	LARSON
ENRIQUE	BENJAMIN
ADELE	RAMOS
DALE	MARKS
GILBERT	OLSON
JANNA	GONZALEZ
KAREN	STEWART
JOSIE	HOLMAN
ANTOINETTE	BALL
DOLLY	DUNCAN
STUART	HERNANDEZ
LETA	ALBERT
ELENA	BAUER
HERIBERTO	MONROE
EDMUND	LINDSEY
ELVIS	WEST
TABITHA	BURNETT
TAMMI	HARDIN
HOUSTON	GARCIA
ISRAEL	WATTS
BILLIE	SCHMIDT
DOUG	CHASE
ROMEO	MAYER
TRACY	RODGERS
COURTNEY	MEJIA
CARMINE	COOLEY
BEVERLEY	PERRY
MELODY	COX
FREDERIC	MOONEY
LUCILE	SAVAGE
SALVATORE	RHODES
LENORA	HAYES
MERLE	JIMENEZ
REYES	PARKER
MAUREEN	GUTHRIE
CHRISTIE	COLEMAN
BRANDON	RUSSO
TRENT	ROBERTS
JODIE	MOSS
ALBA	LESTER
FLOSSIE	RUSSELL
ZACHERY	BURNS
KORY	SHARPE
SARAH	FOLEY
EDDY	MCCOY
RUDY	MCCORMICK
CARTER	WILKINSON
CHRIS	STARK
DARIN	SANCHEZ
JODY	GORDON
MARCUS	CONNER
DORIS	HAYS
KASEY	LANCASTER
MORGAN	RAY
ADRIAN	NGUYEN
THAD	COTTON
GEORGIA	GILBERT
HOWARD	GREGORY
DALE	CHRISTENSEN
LUANN	PHILLIPS
JIMMIE	WALKER
KENT	GOMEZ
ESTEBAN	DOYLE
HEATH	GALLEGOS
OLEN	LIVINGSTON
CARMELLA	NIXON
NEIL	HUBBARD
PHOEBE	JACOBS
SAMUEL	BLANCHARD
HARRIETT	HALEY
ASHLEE	AYERS
KITTY	BRADY
GEORGINA	MERRILL
WADE	ROJAS
DWAYNE	HOUSTON
SHARON	VELAZQUEZ
BRIAN	LUNA
EVAN	EWING
DENISE	GALLAGHER
KARYN	SANFORD
JULES	SINGLETON
KEITH	BERG
RAYMOND	INGRAM
LIZ	MANN
BRANDY	ADAMS
MEAGAN	CHERRY
LUCIANO	HEBERT
EDGARDO	HURST
ROBIN	SALAS
NELLIE	SALINAS
MARICELA	FARMER
DALLAS	GREEN
LATISHA	TAYLOR
IVA	FLORES
JAMAL	STEPHENS
JOSEPHINE	SMITH
BENITO	DOWNS
FIDEL	OWEN
BERTHA	MCCRAY
ARIEL	LEACH
GUADALUPE	STEVENSON
CONCETTA	MCLEOD
JIMMIE	HARRINGTON
JOSUE	GRANT
RODRIGO	REID
ROSETTA	SLOAN
LIZA	WILKERSON
LAURA	HOOVER
ANDY	COBB
JOYCE	BOLTON
CORNELL	MALDONADO
RAQUEL	HARTMAN
TAD	GILLESPIE
SIDNEY	MACK
JANE	BLACKBURN
MARSHALL	COPELAND
DOREEN	COLE
TAMRA	CUMMINGS
CANDICE	COMPTON
KATRINA	KINNEY
MANUELA	CLAY
LAMAR	FLOYD
TREY	CALDERON
SANFORD	HESTER
RACHELLE	DUNN
SOLOMON	BARBER
CATHRYN	FROST
MICHAEL	GRIMES
RAMON	COOPER
JUANA	MCCARTHY
ADAN	CUNNINGHAM
PHILIP	MCCALL
KRISTI	WAGNER
LLOYD	KELLER
KENDRICK	PORTER
SAMANTHA	WALL
JUAN	VELEZ
PASQUALE	MCFADDEN
TYSON	TREVINO
WILFORD	CAIN
LORRAINE	DANIELS
WALKER	DAVID
EILEEN	WITT
HUBERT	ROSARIO
KENYA	WOODS
OLIVER	RANDOLPH
VERNON	DONOVAN
MARLENE	CLEMENTS
WILL	RYAN
LELA	KLEIN
MARYLOU	HENDRICKS
NICKOLAS	WORKMAN
WILLIAM	MOORE
KELLY	SAWYER
MATILDA	VINCENT
JOSEF	GROSS
FRANCES	MCKEE
JIMMY	BROOKS
VAUGHN	GAMBLE
SYBIL	LEONARD
GORDON	ROSS
MIRIAM	KENT
KATY	AVERY
JENNY	RASMUSSEN
ISSAC	HUFF
SHAWN	POWERS
GENEVA	MENDOZA
MOHAMED	HERRING
KAYE	SANDOVAL
BLAIR	PETERS
ELIZABETH	BRANCH
MARGARITO	MCBRIDE
EMIL	GUERRA
ALYSON	PATRICK
NORBERT	WATERS
STEVE	BARTON
POLLY	FREEMAN
EVERETTE	HEAD
SIMON	CARNEY
CHRISTOPHER	ACEVEDO
ROBBIE	HENDRIX
BRYAN	ATKINS
FRANK	DIAZ
ESTELA	HOOVER
ELBA	ORTIZ
VONDA	SHEPHERD
RON	DELGADO
DINO	HARTMAN
ROSALIE	YATES
JOSHUA	STANLEY
CORA	CHEN
JAMEL	BRADY
SUSANNE	WILLIAMS
MAGGIE	OWEN
ELLIOTT	MULLEN
PHOEBE	GIBBS
ALEJANDRO	OBRIEN
KARINA	MACK
ELOY	WHITEHEAD
BRUNO	AYALA
LESTER	HENDERSON
NETTIE	PARSONS
LILY	KIRBY
ADAM	SIMON
WILSON	OCONNOR
DOLLY	HICKS
TODD	CLINE
HERBERT	ZIMMERMAN
GEORGE	MOORE
TERRANCE	ACEVEDO
VICKY	MONROE
LINDSEY	MCCALL
LUPE	LUNA
MELVA	CARROLL
RUBEN	STEWART
BARTON	FULLER
CHRISTOPER	COFFEY
RICH	JEFFERSON
WESLEY	BURT
CATHERINE	BOONE
SHAUN	RANDOLPH
ELVIN	PETERSON
ALFRED	PATE
CHERIE	RUSSELL
BORIS	FIGUEROA
TERRY	LE
HARRISON	MCDANIEL
KAY	WITT
ROLANDO	SOSA
DOROTHEA	MURRAY
BEVERLY	BENDER
ROMEO	WOLF
CLAUDIA	HOPPER
ELMA	MEJIA
CEDRIC	LYNCH
LANE	GRAY
GRETA	RICHARDSON
CLIFF	LUCAS
ANGELITA	MCKNIGHT
MAVIS	LESTER
THANH	COLLINS
JEANETTE	SNYDER
HENRY	SCHMIDT
ELVIA	SWEENEY
LOLITA	WELCH
CLAUDINE	WILKERSON
THURMAN	BALL
JUDSON	THOMAS
CONRAD	DEJESUS
KRISTY	WOLFE
WILLIE	BEASLEY
MARGARITA	CASTILLO
LESLIE	LANCASTER
OFELIA	WINTERS
CHARLES	WALL
OPHELIA	HOLMES
STEPHANIE	CAMACHO
ED	VAUGHN
RACHEL	ALLEN
SUSANNA	ROJAS
JASMINE	WILLIS
KATHERINE	FERGUSON
MELVIN	BUCK
VELMA	WOODS
GAVIN	HENSLEY
ALBA	NGUYEN
FRED	HOLDER
BRYCE	MCKENZIE
CARLA	HUNTER
ERIN	COLON
DALE	BURGESS
MICHAEL	DONOVAN
MARCI	WEEKS
VICTOR	FORBES
BRICE	DAY
HOLLIE	COOLEY
LISA	CURRY
AUDREY	BRANCH
BEAU	GONZALEZ
BETHANY	BENTLEY
MURIEL	WEBSTER
FRITZ	ROACH
DION	FOWLER
ABDUL	PITTMAN
JOYCE	WRIGHT
LEONA	RAY
LATOYA	KELLEY
KATELYN	GLENN
JENNIE	STEPHENSON
BYRON	BATES
TRACIE	WARD
DUNCAN	CHRISTIAN
ROSANNA	PALMER
LUCILLE	TILLMAN
ROSELLA	BURRIS
JIMMIE	GLASS
BRYON	MCCARTHY
CORINNE	BAXTER
CALEB	MEYERS
DEWEY	WALTON
LAZARO	SAUNDERS
LEWIS	COLE
NATASHA	RUTLEDGE
COLLEEN	FRANK
MORGAN	SWEET
MALLORY	ERICKSON
WILMA	BRADLEY
GIL	EATON
CHADWICK	BIRD
ELDON	CASTANEDA
TRACEY	SANTOS
ELIZA	MORALES
BECKY	DONALDSON
ADRIENNE	KOCH
MARGARITO	COX
REINALDO	CASH
MARGIE	DALE
IRENE	CARTER
JERRY	NORTON
JEANIE	AGUIRRE
LORA	MENDOZA
ADOLFO	DELANEY
VIRGINIA	MCMILLAN
LAWRENCE	PHELPS
EDITH	HOWARD
SUSIE	GARRETT
BRIANNA	HARRINGTON
DERRICK	HARRELL
FRANCIS	MANNING
JAN	WATTS
AUGUSTUS	KENNEDY
TANYA	BOWEN
ABIGAIL	KELLY
FRANKIE	PETERSEN
ERIN	WATKINS
HAL	BROCK
CLAUDIO	LANDRY
COLE	NOEL
ARLINE	MCGUIRE
DOROTHY	WOOTEN
DEANN	MCLAUGHLIN
HERMAN	HURLEY
SCOT	RUSSO
MYRON	BERGER
MARLENE	HARDIN
DEE	GOOD
ROXANNE	BAIRD
HUBERT	SOTO
MIRANDA	ESPINOZA
SETH	PRUITT
BETTY	DOMINGUEZ
MARQUIS	PARKS
LUCILE	COLLIER
BROOKS	TURNER
DANNIE	WHITFIELD
ELISE	HOOD
JUSTIN	TAYLOR
BOBBI	PITTS
JOHN	WALSH
DUSTY	TUCKER
MARYANN	PERKINS
JEROLD	BURKE
JAMAAL	RAMIREZ
SONYA	CALLAHAN
HORACIO	JACOBSON
MARTHA	BELL
ROSEMARIE	LOWE
JAVIER	TYLER
DAVIS	HENSON
JERROLD	SHARPE
HALLIE	CONNER
LUCIA	BISHOP
MILTON	LYNN
DALLAS	FINLEY
CHARLIE	GUTIERREZ
MICHELE	HALE
MARCOS	CALHOUN
MATHEW	BERG
JOHNNY	JONES
LLOYD	PAUL
ROSALYN	BRENNAN
ELLIS	HANSON
REYNALDO	BOYD
BESSIE	FOREMAN
FAY	WATERS
KEITH	CHANDLER
JOSH	ROBLES
JAN	HOLT
BRENTON	MILES
ETHEL	MCGEE
VANCE	GREER
LINDA	VALENTINE
CLARE	POPE
KENTON	ROMERO
COLETTE	GARDNER
ABEL	DUDLEY
THERESA	EVERETT
ROLAND	GIBSON
TIA	CAMPBELL
ALISHA	JUSTICE
HOUSTON	LOPEZ
DANIELLE	FLYNN
EFFIE	STRONG
MARC	MORAN
JOAN	GRAHAM
KIMBERLEY	ZAMORA
KRIS	LEVINE
CLINT	MARKS
CATHLEEN	MUNOZ
JEANNINE	FLORES
DOREEN	BECKER
GERARDO	SAMPSON
MAC	ACOSTA
JOESPH	BRIGGS
EMILE	SUMMERS
JOSE	COTE
DOMINIQUE	MCBRIDE
JONAH	WEST
ROBBY	LEWIS
ROXIE	MCCONNELL
JOANNA	BRIGHT
KATY	FRYE
WILFORD	SAVAGE
TRACY	BARKER
ALDEN	CARNEY
DUSTIN	DICKSON
URSULA	MCCRAY
MEGAN	HORN
DARREL	HUFF
BART	BOWERS
DAMIAN	LANGLEY
HALEY	GILBERT
TAYLOR	OLSEN
MASON	DUKE
LIONEL	CLEMONS
MILLIE	ROY
JOSIE	MUELLER
AARON	PATTON
ANITA	RODRIQUEZ
BILLIE	MITCHELL
WILBURN	GRAVES
RODRICK	ROSA
WALDO	BURTON
LINWOOD	DAVENPORT
MICHELLE	ARMSTRONG
CALVIN	FRAZIER
FREDRIC	SHAW
FREDDIE	SHELTON
VALENTIN	HOUSE
MARIAN	COBB
KENDRICK	ESTRADA
TABATHA	HANSEN
DERICK	PORTER
RUBY	SHEPARD
RODGER	CANNON
KATHARINE	KIRKLAND
LORRIE	RAMOS
JERRI	RAYMOND
SHELIA	DILLARD
DINA	TERRELL
JAMIE	ELLISON
DIRK	CRUZ
SARA	VINCENT
LYLE	RUSH
GLENDA	HART
JAYNE	CHAVEZ
BENJAMIN	HESS
CAREY	MENDEZ
LAVONNE	SAWYER
BARBRA	HENDRICKS
ROLLAND	SANTANA
RAYMUNDO	BARRY
EARL	MOSS
KELLIE	WYNN
ROSARIO	ADAMS
FRANKLIN	LARSON
LAURIE	POWERS
GABRIELA	BOOTH
LORENZO	KLINE
KIM	STEELE
BEULAH	GEORGE
JENNIFER	JACOBS
EMERY	VASQUEZ
KERRI	ATKINS
TERENCE	ROCHA
TOMAS	CLARK
SUZANNE	CARVER
EFRAIN	WOODARD
DIANE	ROTH
DOLLIE	ALSTON
HOLLIS	LOVE
MALCOLM	NAVARRO
FREDDY	HOBBS
JIMMY	CROSBY
HARRIS	BERRY
MAXINE	KANE
ANGELINE	BUCKLEY
ROSA	PRINCE
JORGE	CASE
GAY	KINNEY
BRIANA	FLETCHER
HAZEL	PATTERSON
TOD	GOODMAN
CANDICE	PADILLA
BRITTNEY	SULLIVAN
HERSCHEL	SHAFFER
ALBERTO	PAYNE
MELISA	LOWERY
JULIET	BARTLETT
CATHY	PUGH
JEFFEREY	FISCHER
DARYL	WHITE
AUGUSTA	EMERSON
JOSEFA	HINES
MITCH	YANG
BRIGITTE	FLOWERS
GUS	HEWITT
ANGELIA	RHODES
WINNIE	CONWAY
KRISTINA	POTTER
SPENCER	ALFORD
ISMAEL	GALLOWAY
DENNY	MAYS
BETTIE	HYDE
ALBERT	FINCH
MEAGAN	MAYER
JUDITH	LEE
ERROL	ONEILL
RICO	SANCHEZ
TYLER	AVERY
MIKE	WALLS
JANINE	CHERRY
ROSLYN	GATES
KENNY	ROBBINS
MELODY	WEAVER
SALVATORE	GILLIAM
AMADO	BURKS
ROY	NOBLE
LEROY	SANDERS
COY	STOKES
EVE	ABBOTT
AUGUST	WADE
